R,G,B,H,S,L,Brightness,Target
28.0,76.0,221.0,225.08,0.78,0.49,78.18,Good
1.0,50.0,82.0,203.7,0.98,0.16,39.0,Medium
157.0,43.0,145.0,306.32,0.57,0.39,88.71,Medium
232.0,,75.0,,,,,
44.0,210.0,238.0,188.66,0.85,0.55,163.56,Good
124.0,23.0,82.0,324.95,0.69,0.29,59.92,Medium
195.0,192.0,148.0,56.17,0.28,0.67,187.88,Medium
37.0,57.0,142.0,228.57,0.59,0.35,60.71,Medium
235.0,181.0,158.0,17.92,0.66,0.77,194.52,Good
9.0,211.0,132.0,156.53,0.92,0.43,141.6,Medium
182.0,225.0,215.0,166.05,0.42,0.8,211.0,Good
178.0,25.0,217.0,287.81,0.79,0.47,92.64,Good
240.0,87.0,,,,,,
16.0,68.0,142.0,215.24,0.8,0.31,60.89,Medium
223.0,243.0,140.0,71.65,0.81,0.75,225.28,Medium
8.0,179.0,28.0,127.02,0.91,0.37,110.66,Medium
203.0,95.0,,,,,,
9.0,220.0,,,,,,
236.0,138.0,47.0,28.89,0.83,0.55,156.93,Bad
184.0,64.0,20.0,16.1,0.8,0.4,94.86,Bad
87.0,196.0,167.0,164.04,0.48,0.55,160.1,Medium
182.0,97.0,154.0,319.76,0.37,0.55,128.91,Medium
165.0,,87.0,,,,,
6.0,156.0,248.0,202.81,0.95,0.5,121.64,Good
101.0,59.0,225.0,255.18,0.73,0.56,90.48,Good
210.0,186.0,183.0,6.67,0.23,0.77,192.83,Good
,154.0,70.0,,,,,
57.0,189.0,18.0,106.32,0.83,0.41,130.04,Medium
11.0,1.0,,,,,,
10.0,56.0,102.0,210.0,0.82,0.22,47.49,Medium
228.0,250.0,185.0,80.31,0.87,0.85,236.01,Good
73.0,69.0,18.0,55.64,0.6,0.18,64.38,Medium
145.0,198.0,237.0,205.43,0.72,0.75,186.6,Good
106.0,117.0,7.0,66.0,0.89,0.24,101.17,Medium
147.0,133.0,127.0,18.0,0.08,0.54,136.5,Medium
10.0,166.0,132.0,166.92,0.89,0.35,115.48,Medium
137.0,106.0,150.0,282.27,0.17,0.5,120.28,Good
8.0,130.0,110.0,170.16,0.88,0.27,91.24,Medium
164.0,117.0,201.0,273.57,0.44,0.62,140.63,Good
146.0,250.0,54.0,91.84,0.95,0.6,196.56,Medium
39.0,196.0,211.0,185.23,0.69,0.49,150.77,Good
56.0,190.0,246.0,197.68,0.91,0.59,156.32,Good
145.0,152.0,160.0,212.0,0.07,0.6,150.82,Good
176.0,233.0,151.0,101.71,0.65,0.75,206.61,Medium
197.0,111.0,216.0,289.14,0.57,0.64,148.68,Good
165.0,,195.0,,,,,
,57.0,138.0,,,,,
238.0,116.0,234.0,301.97,0.78,0.69,165.93,Medium
189.0,213.0,201.0,150.0,0.22,0.79,204.46,Good
207.0,245.0,48.0,71.57,0.91,0.57,211.18,Medium
121.0,129.0,176.0,231.27,0.26,0.58,131.97,Good
72.0,131.0,182.0,207.82,0.43,0.5,119.17,Good
184.0,183.0,149.0,58.29,0.2,0.65,179.42,Medium
218.0,12.0,216.0,300.58,0.9,0.45,96.85,Medium
188.0,73.0,160.0,314.61,0.46,0.51,117.3,Medium
117.0,14.0,229.0,268.74,0.88,0.48,69.31,Good
97.0,109.0,13.0,67.5,0.79,0.24,94.47,Medium
62.0,241.0,166.0,154.86,0.86,0.59,178.93,Medium
103.0,42.0,40.0,1.9,0.44,0.28,60.01,Bad
170.0,114.0,208.0,275.74,0.5,0.63,141.46,Good
215.0,92.0,27.0,20.74,0.78,0.47,121.37,Bad
90.0,144.0,68.0,102.63,0.36,0.42,119.19,Medium
145.0,176.0,251.0,222.45,0.93,0.78,175.28,Good
75.0,99.0,65.0,102.35,0.21,0.32,87.95,Medium
,155.0,0.0,,,,,
202.0,15.0,148.0,317.33,0.86,0.43,86.08,Medium
169.0,157.0,83.0,51.63,0.34,0.49,152.15,Medium
180.0,162.0,18.0,53.33,0.82,0.39,150.97,Medium
207.0,174.0,168.0,9.23,0.29,0.74,183.18,Bad
191.0,179.0,93.0,52.65,0.43,0.56,172.78,Medium
185.0,64.0,105.0,339.67,0.49,0.49,104.85,Bad
69.0,212.0,234.0,188.0,0.8,0.59,171.75,Good
210.0,191.0,6.0,54.41,0.94,0.42,175.59,Medium
159.0,20.0,233.0,279.15,0.84,0.5,85.84,Good
198.0,84.0,2.0,25.1,0.98,0.39,108.74,Bad
89.0,52.0,53.0,358.38,0.26,0.28,63.18,Bad
139.0,68.0,27.0,21.96,0.67,0.33,84.56,Bad
40.0,80.0,48.0,132.0,0.33,0.24,64.39,Medium
203.0,24.0,252.0,287.11,0.97,0.54,103.51,Good
217.0,158.0,63.0,37.01,0.67,0.55,164.81,Medium
100.0,131.0,133.0,183.64,0.14,0.46,121.96,Good
142.0,173.0,230.0,218.86,0.64,0.73,170.23,Good
20.0,110.0,102.0,174.67,0.69,0.25,82.18,Medium
128.0,165.0,70.0,83.37,0.4,0.46,143.11,Medium
32.0,192.0,,,,,,
54.0,120.0,,,,,,
,83.0,116.0,,,,,
6.0,14.0,165.0,236.98,0.93,0.34,28.82,Medium
226.0,156.0,211.0,312.86,0.55,0.75,183.2,Medium
40.0,148.0,230.0,205.89,0.79,0.53,125.06,Good
236.0,253.0,66.0,65.45,0.98,0.63,226.6,Medium
55.0,153.0,144.0,174.49,0.47,0.41,122.67,Medium
141.0,5.0,255.0,272.64,1.0,0.51,74.16,Good
251.0,48.0,153.0,328.97,0.96,0.59,120.67,Medium
150.0,,89.0,,,,,
48.0,191.0,100.0,141.82,0.6,0.47,137.87,Medium
125.0,49.0,212.0,267.98,0.65,0.51,90.31,Good
,78.0,239.0,,,,,
34.0,,74.0,,,,,
74.0,179.0,144.0,160.0,0.42,0.5,143.61,Medium
78.0,214.0,74.0,118.29,0.63,0.56,157.38,Medium
202.0,75.0,13.0,19.68,0.88,0.42,105.91,Bad
192.0,76.0,11.0,21.55,0.89,0.4,103.27,Bad
162.0,2.0,30.0,349.5,0.98,0.32,53.03,Bad
,211.0,222.0,,,,,
156.0,171.0,5.0,65.42,0.94,0.35,147.59,Medium
138.0,23.0,169.0,287.26,0.76,0.38,74.03,Medium
85.0,32.0,3.0,21.22,0.93,0.17,44.54,Medium
170.0,216.0,5.0,73.08,0.95,0.43,178.19,Medium
120.0,241.0,67.0,101.72,0.86,0.6,184.98,Medium
26.0,144.0,252.0,208.67,0.97,0.55,121.03,Good
241.0,134.0,51.0,26.21,0.87,0.57,156.53,Bad
188.0,7.0,,,,,,
135.0,227.0,146.0,127.17,0.62,0.71,190.26,Medium
66.0,156.0,229.0,206.87,0.76,0.58,137.41,Good
225.0,4.0,48.0,348.05,0.97,0.45,75.09,Bad
213.0,,138.0,,,,,
88.0,25.0,10.0,11.54,0.8,0.19,42.13,Medium
105.0,147.0,156.0,190.59,0.2,0.51,135.47,Good
30.0,47.0,9.0,86.84,0.68,0.11,37.59,Bad
60.0,33.0,37.0,351.11,0.29,0.18,41.53,Medium
133.0,,9.0,,,,,
148.0,159.0,71.0,67.5,0.38,0.45,145.68,Medium
126.0,156.0,249.0,225.37,0.91,0.74,157.63,Good
80.0,194.0,146.0,154.74,0.48,0.54,154.44,Medium
3.0,44.0,121.0,219.15,0.95,0.24,40.52,Medium
,163.0,196.0,,,,,
121.0,208.0,206.0,178.62,0.48,0.65,181.76,Medium
,82.0,15.0,,,,,
222.0,42.0,219.0,301.0,0.73,0.52,116.0,Medium
,49.0,69.0,,,,,
173.0,237.0,97.0,87.43,0.8,0.65,201.9,Medium
55.0,80.0,72.0,160.8,0.19,0.26,71.61,Medium
159.0,70.0,208.0,278.7,0.59,0.55,112.34,Good
151.0,50.0,139.0,307.13,0.5,0.39,90.34,Medium
221.0,23.0,160.0,318.48,0.81,0.48,97.82,Medium
6.0,223.0,155.0,161.2,0.95,0.45,150.37,Medium
49.0,12.0,130.0,258.81,0.83,0.28,36.52,Medium
135.0,255.0,173.0,139.0,1.0,0.76,209.77,Good
129.0,104.0,143.0,278.46,0.16,0.48,115.92,Good
93.0,241.0,99.0,122.43,0.84,0.65,180.56,Medium
31.0,203.0,49.0,126.28,0.74,0.46,134.02,Medium
96.0,113.0,45.0,75.0,0.43,0.31,100.16,Medium
109.0,229.0,92.0,112.55,0.72,0.63,177.5,Medium
124.0,155.0,165.0,194.63,0.19,0.57,146.87,Good
95.0,,3.0,,,,,
109.0,240.0,227.0,174.05,0.81,0.68,199.35,Medium
23.0,114.0,103.0,172.75,0.66,0.27,85.54,Medium
188.0,5.0,212.0,293.04,0.95,0.43,83.31,Good
103.0,162.0,71.0,98.9,0.39,0.46,133.98,Medium
231.0,35.0,186.0,313.78,0.8,0.52,110.82,Medium
109.0,,49.0,,,,,
48.0,30.0,149.0,249.08,0.66,0.35,48.95,Medium
37.0,164.0,108.0,153.54,0.63,0.39,119.64,Medium
110.0,42.0,242.0,260.4,0.88,0.56,85.13,Good
30.0,240.0,110.0,142.86,0.88,0.53,162.39,Medium
18.0,106.0,181.0,207.61,0.82,0.39,88.24,Medium
172.0,115.0,,,,,,
71.0,217.0,60.0,115.8,0.67,0.54,155.45,Medium
25.0,176.0,19.0,117.71,0.81,0.38,112.95,Medium
5.0,191.0,53.0,135.48,0.95,0.38,119.65,Medium
83.0,143.0,34.0,93.03,0.62,0.35,112.63,Medium
228.0,51.0,186.0,314.24,0.77,0.55,119.31,Medium
168.0,187.0,189.0,185.71,0.14,0.7,181.55,Good
94.0,158.0,174.0,192.0,0.33,0.53,140.69,Good
0.0,40.0,169.0,225.8,1.0,0.33,42.75,Medium
165.0,27.0,158.0,303.04,0.72,0.38,83.2,Medium
212.0,255.0,141.0,82.63,1.0,0.78,229.15,Good
64.0,53.0,198.0,244.55,0.58,0.49,72.82,Good
198.0,177.0,43.0,51.87,0.64,0.47,168.0,Medium
126.0,22.0,170.0,282.16,0.77,0.38,69.97,Medium
229.0,1.0,191.0,310.0,0.99,0.45,90.83,Medium
36.0,106.0,128.0,194.35,0.56,0.32,87.58,Medium
195.0,184.0,,,,,,
13.0,73.0,79.0,185.45,0.72,0.18,55.74,Medium
40.0,232.0,211.0,173.44,0.81,0.53,172.2,Medium
23.0,208.0,197.0,176.43,0.8,0.45,151.43,Medium
44.0,202.0,99.0,140.89,0.64,0.48,143.02,Medium
100.0,185.0,92.0,114.84,0.4,0.54,148.98,Medium
7.0,66.0,228.0,223.98,0.94,0.46,66.83,Good
206.0,104.0,31.0,25.03,0.74,0.46,126.18,Bad
20.0,88.0,114.0,196.6,0.7,0.26,70.63,Medium
12.0,226.0,244.0,184.66,0.91,0.5,164.07,Good
22.0,226.0,170.0,163.53,0.82,0.49,158.62,Medium
150.0,167.0,170.0,189.0,0.11,0.63,162.26,Good
14.0,118.0,146.0,192.73,0.82,0.31,90.1,Medium
208.0,192.0,72.0,52.94,0.59,0.55,183.1,Medium
108.0,39.0,32.0,5.53,0.54,0.27,58.83,Bad
209.0,78.0,140.0,331.6,0.59,0.56,124.24,Bad
206.0,64.0,240.0,288.41,0.85,0.6,126.52,Good
174.0,72.0,72.0,0.0,0.41,0.48,102.5,Bad
115.0,17.0,183.0,275.42,0.83,0.39,65.23,Medium
159.0,247.0,88.0,93.21,0.91,0.66,202.56,Medium
251.0,215.0,129.0,42.3,0.94,0.75,215.96,Medium
190.0,131.0,230.0,275.76,0.66,0.71,159.93,Good
81.0,168.0,78.0,118.0,0.37,0.48,131.73,Medium
133.0,138.0,228.0,236.84,0.64,0.71,146.76,Good
188.0,25.0,13.0,4.11,0.87,0.39,72.37,Bad
105.0,129.0,189.0,222.86,0.39,0.58,128.66,Good
236.0,97.0,109.0,354.82,0.79,0.65,139.93,Bad
11.0,233.0,150.0,157.57,0.91,0.48,157.16,Medium
34.0,153.0,55.0,130.59,0.64,0.37,106.25,Medium
110.0,157.0,,,,,,
21.0,173.0,,,,,,
39.0,58.0,253.0,234.67,0.98,0.57,74.55,Good
207.0,209.0,37.0,60.7,0.7,0.48,188.79,Medium
85.0,87.0,87.0,180.0,0.01,0.34,86.4,Medium
126.0,171.0,27.0,78.75,0.73,0.39,141.13,Medium
55.0,7.0,9.0,357.5,0.77,0.12,21.58,Bad
60.0,42.0,33.0,20.0,0.29,0.18,46.36,Medium
177.0,194.0,55.0,67.34,0.56,0.49,173.07,Medium
108.0,151.0,181.0,204.66,0.33,0.57,141.56,Good
235.0,139.0,124.0,8.11,0.74,0.7,165.99,Bad
123.0,91.0,55.0,31.76,0.38,0.35,96.46,Medium
146.0,201.0,91.0,90.0,0.5,0.57,172.01,Medium
202.0,70.0,86.0,352.73,0.55,0.53,111.29,Bad
39.0,117.0,155.0,199.66,0.6,0.38,98.01,Medium
198.0,227.0,64.0,70.67,0.74,0.57,199.75,Medium
174.0,182.0,36.0,63.29,0.67,0.43,162.96,Medium
121.0,19.0,32.0,352.35,0.73,0.27,50.98,Bad
206.0,78.0,210.0,298.18,0.59,0.56,131.32,Good
72.0,255.0,210.0,165.25,1.0,0.64,195.15,Medium
8.0,,245.0,,,,,
89.0,226.0,69.0,112.36,0.73,0.58,167.14,Medium
182.0,150.0,133.0,20.82,0.25,0.62,157.63,Bad
238.0,48.0,216.0,306.95,0.85,0.56,123.96,Medium
36.0,165.0,53.0,127.91,0.64,0.39,113.66,Medium
247.0,224.0,183.0,38.44,0.8,0.84,226.2,Good
209.0,144.0,18.0,39.58,0.84,0.45,149.07,Medium
127.0,232.0,57.0,96.0,0.79,0.57,180.65,Medium
151.0,252.0,150.0,119.41,0.94,0.79,210.17,Good
172.0,141.0,17.0,48.0,0.82,0.37,136.13,Medium
92.0,158.0,213.0,207.27,0.59,0.6,144.54,Good
116.0,130.0,85.0,78.67,0.21,0.42,120.68,Medium
77.0,187.0,221.0,194.17,0.68,0.58,157.99,Good
86.0,113.0,92.0,133.33,0.14,0.39,102.53,Medium
27.0,129.0,,,,,,
160.0,100.0,89.0,9.3,0.29,0.49,116.69,Bad
73.0,105.0,60.0,102.67,0.27,0.32,90.3,Medium
45.0,236.0,222.0,175.6,0.83,0.55,177.29,Medium
57.0,98.0,243.0,226.77,0.89,0.59,102.27,Good
214.0,91.0,80.0,4.93,0.62,0.58,126.52,Bad
206.0,56.0,125.0,332.4,0.6,0.51,108.72,Bad
106.0,36.0,224.0,262.34,0.75,0.51,78.36,Good
136.0,61.0,121.0,312.0,0.38,0.39,90.27,Medium
123.0,98.0,17.0,45.85,0.76,0.27,96.24,Medium
14.0,144.0,157.0,185.45,0.84,0.34,106.61,Medium
42.0,195.0,20.0,112.46,0.81,0.42,129.3,Medium
37.0,,200.0,,,,,
24.0,103.0,106.0,182.2,0.63,0.25,79.72,Medium
193.0,22.0,20.0,0.69,0.81,0.42,72.9,Bad
41.0,28.0,15.0,30.0,0.46,0.11,30.41,Bad
121.0,72.0,69.0,3.46,0.27,0.37,86.31,Bad
163.0,167.0,27.0,61.71,0.72,0.38,149.84,Medium
126.0,,73.0,,,,,
,81.0,153.0,,,,,
160.0,120.0,159.0,301.5,0.17,0.55,136.41,Medium
172.0,195.0,46.0,69.26,0.62,0.47,171.14,Medium
73.0,116.0,137.0,199.69,0.3,0.41,105.54,Good
31.0,192.0,172.0,172.55,0.72,0.44,141.58,Medium
91.0,245.0,163.0,148.05,0.89,0.66,189.61,Medium
23.0,90.0,66.0,158.51,0.59,0.22,67.23,Medium
145.0,,2.0,,,,,
100.0,114.0,,,,,,
42.0,226.0,,,,,,
187.0,136.0,0.0,43.64,1.0,0.37,135.75,Medium
97.0,242.0,28.0,100.65,0.89,0.53,174.25,Medium
227.0,125.0,247.0,290.16,0.88,0.73,169.41,Good
10.0,201.0,36.0,128.17,0.91,0.41,125.08,Medium
147.0,152.0,75.0,63.9,0.34,0.45,141.73,Medium
204.0,13.0,82.0,338.32,0.88,0.43,77.97,Bad
54.0,213.0,213.0,180.0,0.65,0.52,165.46,Good
100.0,35.0,214.0,261.79,0.72,0.49,74.84,Good
65.0,156.0,174.0,189.91,0.46,0.47,130.84,Good
30.0,200.0,78.0,136.94,0.74,0.45,135.26,Medium
43.0,146.0,55.0,126.99,0.54,0.37,104.83,Medium
223.0,187.0,86.0,44.23,0.68,0.61,186.25,Medium
58.0,197.0,175.0,170.5,0.55,0.5,152.93,Medium
154.0,68.0,72.0,357.21,0.39,0.44,94.17,Bad
103.0,237.0,2.0,94.21,0.98,0.47,170.14,Medium
119.0,26.0,26.0,0.0,0.64,0.28,53.81,Bad
9.0,159.0,221.0,197.55,0.92,0.45,121.22,Good
65.0,159.0,80.0,129.57,0.42,0.44,121.89,Medium
84.0,32.0,82.0,302.31,0.45,0.23,53.25,Medium
96.0,75.0,241.0,247.59,0.86,0.62,100.2,Good
52.0,120.0,104.0,165.88,0.4,0.34,97.84,Medium
246.0,46.0,197.0,314.7,0.92,0.57,123.01,Medium
33.0,51.0,48.0,170.0,0.21,0.16,45.28,Medium
8.0,75.0,10.0,121.79,0.81,0.16,47.56,Medium
128.0,134.0,191.0,234.29,0.33,0.63,138.7,Good
13.0,132.0,102.0,164.87,0.82,0.28,93.0,Medium
223.0,107.0,55.0,18.57,0.72,0.55,135.76,Bad
30.0,,95.0,,,,,
238.0,39.0,148.0,327.14,0.85,0.54,110.93,Medium
34.0,138.0,235.0,208.96,0.83,0.53,117.96,Good
,,30.0,,,,,
234.0,30.0,103.0,338.53,0.83,0.52,99.32,Bad
165.0,192.0,20.0,69.42,0.81,0.42,164.32,Medium
172.0,27.0,72.0,341.38,0.73,0.39,75.48,Bad
178.0,9.0,50.0,345.44,0.9,0.37,64.2,Bad
129.0,17.0,171.0,283.64,0.82,0.37,68.04,Medium
241.0,33.0,95.0,342.12,0.88,0.54,102.26,Bad
130.0,114.0,207.0,250.32,0.49,0.63,129.39,Good
35.0,84.0,195.0,221.62,0.7,0.45,82.0,Good
2.0,166.0,165.0,179.63,0.98,0.33,116.85,Medium
254.0,189.0,248.0,305.54,0.97,0.87,215.16,Good
168.0,231.0,177.0,128.57,0.57,0.78,206.01,Good
97.0,4.0,205.0,267.76,0.96,0.41,54.72,Good
65.0,218.0,171.0,161.57,0.67,0.55,166.89,Medium
35.0,157.0,152.0,177.54,0.64,0.38,119.95,Medium
25.0,183.0,28.0,121.14,0.76,0.41,118.09,Medium
202.0,231.0,3.0,67.63,0.97,0.46,196.34,Medium
70.0,56.0,213.0,245.35,0.65,0.53,78.08,Good
,160.0,94.0,,,,,
222.0,161.0,163.0,358.03,0.48,0.75,179.47,Bad
111.0,223.0,233.0,184.92,0.73,0.67,190.65,Good
249.0,11.0,133.0,329.24,0.95,0.51,96.07,Medium
13.0,89.0,193.0,214.67,0.87,0.4,78.13,Medium
247.0,19.0,154.0,324.47,0.93,0.52,102.56,Medium
251.0,112.0,187.0,327.63,0.95,0.71,162.11,Medium
,,212.0,,,,,
122.0,24.0,89.0,320.2,0.67,0.29,60.71,Medium
8.0,226.0,36.0,127.71,0.93,0.46,139.16,Medium
62.0,193.0,216.0,188.96,0.66,0.55,156.45,Good
111.0,128.0,218.0,230.47,0.59,0.65,133.18,Good
6.0,204.0,185.0,174.24,0.94,0.41,142.63,Medium
,207.0,193.0,,,,,
115.0,241.0,146.0,134.76,0.82,0.7,192.5,Medium
3.0,181.0,41.0,132.81,0.97,0.36,111.82,Medium
158.0,195.0,169.0,137.84,0.24,0.69,180.97,Medium
23.0,249.0,88.0,137.26,0.95,0.53,163.07,Medium
99.0,91.0,221.0,243.69,0.66,0.61,108.21,Good
86.0,76.0,194.0,245.08,0.49,0.53,92.44,Good
174.0,138.0,214.0,268.42,0.48,0.69,157.43,Good
20.0,126.0,135.0,184.7,0.74,0.3,95.33,Medium
26.0,238.0,147.0,154.25,0.86,0.52,164.24,Medium
164.0,58.0,47.0,5.64,0.55,0.41,88.44,Bad
218.0,201.0,118.0,49.8,0.57,0.66,196.62,Medium
139.0,,75.0,,,,,
1.0,,107.0,,,,,
133.0,172.0,205.0,207.5,0.42,0.66,164.1,Good
170.0,164.0,229.0,245.54,0.56,0.77,173.2,Good
119.0,188.0,192.0,183.29,0.37,0.61,167.82,Good
92.0,252.0,75.0,114.24,0.97,0.64,183.98,Medium
29.0,2.0,3.0,357.78,0.87,0.06,10.19,Bad
134.0,214.0,224.0,186.67,0.59,0.7,191.22,Good
1.0,174.0,101.0,154.68,0.99,0.34,113.95,Medium
6.0,194.0,136.0,161.49,0.94,0.39,131.18,Medium
206.0,233.0,163.0,83.14,0.61,0.78,216.95,Good
220.0,46.0,230.0,296.74,0.79,0.54,119.0,Good
,79.0,178.0,,,,,
130.0,91.0,185.0,264.89,0.4,0.54,113.38,Good
199.0,201.0,147.0,62.22,0.33,0.68,194.25,Medium
231.0,,250.0,,,,,
150.0,6.0,175.0,291.12,0.93,0.35,68.32,Medium
29.0,31.0,77.0,237.5,0.45,0.21,35.65,Medium
116.0,40.0,110.0,304.74,0.49,0.31,70.7,Medium
27.0,205.0,61.0,131.46,0.77,0.45,135.36,Medium
231.0,87.0,98.0,355.42,0.75,0.62,131.31,Bad
208.0,58.0,174.0,313.6,0.61,0.52,116.07,Medium
239.0,202.0,242.0,295.5,0.61,0.87,217.62,Good
70.0,,32.0,,,,,
186.0,78.0,163.0,312.78,0.44,0.52,119.98,Medium
173.0,57.0,90.0,342.93,0.5,0.45,95.45,Bad
59.0,21.0,,,,,,
254.0,27.0,224.0,307.93,0.99,0.55,117.33,Medium
176.0,195.0,170.0,105.6,0.17,0.72,186.47,Medium
84.0,62.0,107.0,269.33,0.27,0.33,73.71,Medium
85.0,119.0,93.0,134.12,0.17,0.4,105.87,Medium
199.0,159.0,159.0,0.0,0.26,0.7,170.96,Bad
75.0,168.0,9.0,95.09,0.9,0.35,122.07,Medium
225.0,132.0,,,,,,
173.0,,43.0,,,,,
254.0,135.0,120.0,6.72,0.99,0.73,168.87,Bad
,236.0,180.0,,,,,
55.0,165.0,224.0,200.95,0.73,0.55,138.84,Good
148.0,220.0,189.0,154.17,0.51,0.72,194.94,Medium
105.0,85.0,41.0,41.25,0.44,0.29,85.96,Medium
199.0,87.0,147.0,327.86,0.5,0.56,127.33,Medium
192.0,84.0,66.0,8.57,0.5,0.51,114.24,Bad
52.0,12.0,195.0,253.11,0.88,0.41,44.82,Good
147.0,244.0,251.0,184.04,0.93,0.78,215.79,Good
56.0,145.0,212.0,205.77,0.64,0.53,126.03,Good
96.0,28.0,24.0,3.33,0.6,0.24,47.88,Bad
40.0,196.0,172.0,170.77,0.66,0.46,146.62,Medium
124.0,157.0,159.0,183.43,0.15,0.55,147.36,Good
12.0,48.0,124.0,220.71,0.82,0.27,45.9,Medium
53.0,129.0,66.0,130.26,0.42,0.36,99.09,Medium
0.0,67.0,163.0,215.34,1.0,0.32,57.91,Medium
192.0,232.0,94.0,77.39,0.75,0.64,204.31,Medium
60.0,136.0,55.0,116.3,0.42,0.37,104.04,Medium
248.0,86.0,200.0,317.78,0.92,0.65,147.43,Medium
,62.0,179.0,,,,,
125.0,38.0,186.0,275.27,0.66,0.44,80.88,Good
72.0,,68.0,,,,,
126.0,136.0,248.0,235.08,0.9,0.73,145.78,Good
193.0,219.0,,,,,,
38.0,215.0,0.0,109.4,1.0,0.42,137.57,Medium
233.0,125.0,237.0,297.86,0.76,0.71,170.06,Good
,202.0,87.0,,,,,
52.0,100.0,71.0,143.75,0.32,0.3,82.34,Medium
130.0,232.0,69.0,97.55,0.78,0.59,182.92,Medium
229.0,51.0,65.0,355.28,0.77,0.55,105.82,Bad
240.0,198.0,198.0,0.0,0.58,0.86,210.56,Good
151.0,23.0,121.0,314.06,0.74,0.34,72.44,Medium
205.0,128.0,146.0,345.97,0.44,0.65,153.07,Bad
211.0,51.0,35.0,5.45,0.72,0.48,97.02,Bad
89.0,192.0,197.0,182.78,0.48,0.56,161.77,Good
191.0,16.0,103.0,330.17,0.85,0.41,78.24,Bad
192.0,250.0,216.0,144.83,0.85,0.87,228.78,Good
76.0,228.0,36.0,107.5,0.78,0.52,160.66,Medium
241.0,112.0,72.0,14.2,0.86,0.61,146.01,Bad
42.0,,65.0,,,,,
,,153.0,,,,,
47.0,163.0,149.0,172.76,0.55,0.41,126.72,Medium
47.0,57.0,135.0,233.18,0.48,0.36,62.9,Medium
232.0,248.0,253.0,194.29,0.84,0.95,243.79,Good
142.0,114.0,183.0,264.35,0.32,0.58,130.24,Good
193.0,59.0,224.0,288.73,0.73,0.55,117.88,Good
121.0,51.0,29.0,14.35,0.61,0.29,69.42,Bad
245.0,180.0,,,,,,
70.0,46.0,238.0,247.5,0.85,0.56,75.06,Good
188.0,251.0,218.0,148.57,0.89,0.86,228.4,Good
223.0,124.0,67.0,21.92,0.71,0.57,147.1,Bad
170.0,204.0,254.0,215.71,0.98,0.83,199.53,Good
199.0,54.0,197.0,300.83,0.57,0.5,113.66,Medium
138.0,124.0,239.0,247.3,0.78,0.71,141.3,Good
37.0,115.0,88.0,159.23,0.51,0.3,88.6,Medium
186.0,9.0,92.0,331.86,0.91,0.38,71.38,Bad
100.0,155.0,96.0,115.93,0.24,0.49,131.83,Medium
0.0,85.0,145.0,204.83,1.0,0.28,66.42,Medium
200.0,25.0,70.0,344.57,0.78,0.44,82.45,Bad
58.0,101.0,214.0,223.46,0.66,0.53,101.02,Good
41.0,72.0,67.0,170.32,0.27,0.22,62.16,Medium
246.0,184.0,253.0,293.91,0.95,0.86,210.4,Good
238.0,156.0,,,,,,
244.0,142.0,220.0,314.12,0.82,0.76,181.39,Good
111.0,15.0,75.0,322.5,0.76,0.25,50.54,Medium
252.0,75.0,186.0,322.37,0.97,0.64,140.58,Medium
199.0,212.0,47.0,64.73,0.66,0.51,189.3,Medium
212.0,135.0,254.0,278.82,0.98,0.76,171.59,Good
42.0,157.0,73.0,136.17,0.58,0.39,113.04,Medium
118.0,7.0,5.0,1.06,0.92,0.24,39.96,Bad
122.0,250.0,54.0,99.18,0.95,0.6,189.38,Medium
173.0,29.0,201.0,290.23,0.75,0.45,91.66,Good
209.0,166.0,69.0,41.57,0.6,0.55,167.8,Medium
79.0,177.0,26.0,98.94,0.74,0.4,130.48,Medium
72.0,142.0,233.0,213.91,0.79,0.6,131.44,Good
166.0,163.0,126.0,55.5,0.18,0.57,159.68,Medium
105.0,113.0,,,,,,
239.0,190.0,133.0,32.26,0.77,0.73,198.15,Medium
50.0,131.0,32.0,109.09,0.61,0.32,95.49,Medium
,9.0,239.0,,,,,
,23.0,217.0,,,,,
157.0,,171.0,,,,,
210.0,219.0,188.0,77.42,0.3,0.8,212.77,Good
22.0,50.0,16.0,109.41,0.52,0.13,37.75,Bad
114.0,136.0,175.0,218.36,0.28,0.57,133.87,Good
28.0,38.0,193.0,236.36,0.75,0.43,52.68,Good
247.0,26.0,1.0,6.1,0.99,0.49,89.23,Bad
152.0,2.0,163.0,295.9,0.98,0.32,65.2,Medium
212.0,106.0,,,,,,
76.0,37.0,70.0,309.23,0.35,0.22,52.42,Medium
179.0,122.0,219.0,275.26,0.57,0.67,150.1,Good
144.0,160.0,216.0,226.67,0.48,0.71,161.6,Good
18.0,35.0,4.0,92.9,0.79,0.08,26.38,Bad
56.0,237.0,103.0,135.58,0.83,0.57,167.6,Medium
169.0,99.0,,,,,,
,138.0,131.0,,,,,
97.0,91.0,205.0,243.16,0.53,0.58,105.79,Good
,116.0,102.0,,,,,
208.0,225.0,125.0,70.2,0.62,0.69,208.52,Medium
199.0,125.0,115.0,7.14,0.43,0.62,145.99,Bad
207.0,54.0,135.0,328.24,0.61,0.51,108.98,Medium
204.0,17.0,59.0,346.52,0.85,0.43,77.7,Bad
192.0,2.0,150.0,313.26,0.98,0.38,75.68,Medium
158.0,184.0,6.0,68.76,0.94,0.37,155.93,Medium
222.0,88.0,234.0,295.07,0.78,0.63,144.71,Good
