R,G,B,H,S,L,Brightness,Target
71.0,243.0,203.0,166.05,0.88,0.62,187.01,Medium
83.0,6.0,61.0,317.14,0.87,0.17,35.29,Medium
99.0,68.0,,,,,,
221.0,,,,,,,
45.0,,55.0,,,,,
0.0,103.0,33.0,139.22,1.0,0.2,64.22,Medium
166.0,78.0,108.0,339.55,0.36,0.48,107.73,Bad
83.0,,128.0,,,,,
48.0,158.0,190.0,193.52,0.6,0.47,128.76,Good
1.0,173.0,31.0,130.47,0.99,0.34,105.38,Medium
53.0,96.0,90.0,171.63,0.29,0.29,82.46,Medium
119.0,213.0,205.0,174.89,0.53,0.65,183.98,Medium
19.0,157.0,67.0,140.87,0.78,0.35,105.48,Medium
73.0,32.0,,,,,,
246.0,19.0,238.0,302.11,0.93,0.52,111.84,Medium
37.0,106.0,216.0,216.87,0.71,0.5,97.91,Good
205.0,108.0,51.0,22.21,0.61,0.5,130.5,Bad
124.0,18.0,186.0,277.86,0.82,0.4,68.85,Medium
49.0,228.0,111.0,140.78,0.77,0.54,161.14,Medium
111.0,1.0,153.0,283.42,0.99,0.3,51.22,Medium
19.0,89.0,11.0,113.85,0.78,0.2,59.18,Medium
233.0,236.0,210.0,66.92,0.41,0.87,232.14,Good
178.0,62.0,16.0,17.04,0.84,0.38,91.44,Bad
8.0,239.0,34.0,126.75,0.94,0.48,146.56,Medium
202.0,215.0,55.0,64.88,0.67,0.53,192.87,Medium
241.0,81.0,111.0,348.75,0.85,0.63,132.26,Bad
140.0,247.0,104.0,104.9,0.9,0.69,198.7,Medium
130.0,113.0,185.0,254.17,0.34,0.58,126.29,Good
115.0,115.0,95.0,60.0,0.1,0.41,112.72,Medium
62.0,62.0,168.0,240.0,0.46,0.45,74.08,Good
224.0,61.0,224.0,300.0,0.72,0.56,128.32,Good
239.0,176.0,249.0,291.78,0.86,0.83,203.16,Good
10.0,13.0,92.0,237.8,0.8,0.2,21.11,Medium
15.0,244.0,9.0,118.47,0.93,0.5,148.74,Medium
204.0,93.0,196.0,304.32,0.52,0.58,137.93,Medium
126.0,244.0,229.0,172.37,0.84,0.73,207.01,Medium
68.0,127.0,98.0,150.51,0.3,0.38,106.05,Medium
188.0,217.0,61.0,71.15,0.67,0.55,190.54,Medium
15.0,33.0,241.0,235.22,0.89,0.5,51.33,Good
210.0,116.0,218.0,295.29,0.58,0.65,155.73,Good
171.0,41.0,141.0,313.85,0.61,0.42,91.27,Medium
141.0,255.0,233.0,168.42,1.0,0.78,218.41,Good
195.0,120.0,138.0,345.6,0.38,0.62,144.48,Bad
120.0,14.0,244.0,267.65,0.91,0.51,71.91,Good
225.0,107.0,245.0,291.3,0.87,0.69,158.01,Good
210.0,92.0,235.0,289.51,0.78,0.64,143.58,Good
200.0,85.0,180.0,310.43,0.51,0.56,130.22,Medium
169.0,42.0,133.0,317.01,0.6,0.41,90.35,Medium
133.0,1.0,142.0,296.17,0.99,0.28,56.54,Medium
91.0,197.0,166.0,162.45,0.48,0.56,161.77,Medium
106.0,231.0,80.0,109.67,0.76,0.61,176.41,Medium
183.0,54.0,167.0,307.44,0.54,0.46,105.45,Medium
164.0,35.0,203.0,286.07,0.71,0.47,92.72,Good
224.0,100.0,,,,,,
121.0,189.0,6.0,82.3,0.94,0.38,147.81,Medium
198.0,220.0,205.0,139.09,0.24,0.82,211.71,Good
241.0,102.0,159.0,335.4,0.83,0.67,150.06,Bad
5.0,132.0,24.0,128.98,0.93,0.27,81.72,Medium
47.0,65.0,95.0,217.5,0.34,0.28,63.04,Medium
66.0,,253.0,,,,,
52.0,27.0,77.0,270.0,0.48,0.2,40.17,Medium
63.0,137.0,30.0,101.5,0.64,0.33,102.68,Medium
194.0,214.0,162.0,83.08,0.39,0.74,202.09,Medium
31.0,179.0,176.0,178.78,0.7,0.41,134.41,Medium
31.0,35.0,32.0,135.0,0.06,0.13,33.46,Bad
54.0,223.0,242.0,186.06,0.88,0.58,174.63,Good
65.0,240.0,121.0,139.2,0.85,0.6,174.11,Medium
184.0,177.0,71.0,56.28,0.44,0.5,167.01,Medium
98.0,2.0,26.0,345.0,0.96,0.2,33.44,Medium
152.0,195.0,110.0,90.35,0.41,0.6,172.45,Medium
98.0,113.0,2.0,68.11,0.97,0.23,95.86,Medium
224.0,218.0,92.0,57.27,0.68,0.62,205.43,Medium
231.0,70.0,234.0,298.9,0.8,0.6,136.83,Good
115.0,40.0,203.0,267.61,0.67,0.48,81.01,Good
158.0,148.0,157.0,306.0,0.05,0.6,152.02,Medium
135.0,197.0,56.0,86.38,0.56,0.5,162.39,Medium
38.0,154.0,245.0,206.38,0.91,0.55,129.69,Good
217.0,74.0,90.0,353.29,0.65,0.57,118.58,Bad
115.0,31.0,159.0,279.38,0.67,0.37,70.71,Medium
115.0,209.0,14.0,88.92,0.87,0.44,158.66,Medium
0.0,235.0,183.0,166.72,1.0,0.46,158.81,Medium
243.0,,12.0,,,,,
186.0,205.0,159.0,84.78,0.32,0.71,194.07,Medium
249.0,221.0,180.0,35.65,0.85,0.84,224.7,Good
24.0,46.0,182.0,231.65,0.77,0.4,54.93,Medium
53.0,199.0,42.0,115.8,0.65,0.47,137.45,Medium
119.0,252.0,82.0,106.94,0.97,0.65,192.85,Medium
31.0,221.0,125.0,149.68,0.75,0.49,153.25,Medium
24.0,97.0,163.0,208.49,0.74,0.37,82.7,Medium
7.0,57.0,187.0,223.33,0.93,0.38,56.87,Medium
109.0,76.0,211.0,254.67,0.61,0.56,101.26,Good
246.0,15.0,50.0,350.91,0.93,0.51,88.06,Bad
76.0,74.0,169.0,241.26,0.39,0.48,85.43,Good
140.0,50.0,3.0,20.58,0.96,0.28,71.55,Bad
180.0,8.0,226.0,287.34,0.93,0.46,84.28,Good
9.0,53.0,27.0,144.55,0.71,0.12,36.88,Bad
255.0,158.0,124.0,15.57,1.0,0.74,183.13,Bad
0.0,,161.0,,,,,
31.0,148.0,178.0,192.24,0.7,0.41,116.44,Good
233.0,238.0,31.0,61.45,0.86,0.53,212.91,Medium
60.0,16.0,99.0,271.81,0.72,0.23,38.62,Medium
205.0,92.0,65.0,11.57,0.58,0.53,122.71,Bad
208.0,79.0,195.0,306.05,0.58,0.56,130.79,Medium
28.0,56.0,206.0,230.56,0.76,0.46,64.73,Good
172.0,150.0,133.0,26.15,0.19,0.6,154.64,Bad
153.0,154.0,106.0,61.25,0.19,0.51,148.23,Medium
233.0,,157.0,,,,,
66.0,225.0,182.0,163.77,0.73,0.57,172.56,Medium
172.0,232.0,128.0,94.62,0.69,0.71,202.2,Medium
101.0,74.0,207.0,252.18,0.58,0.55,97.23,Good
82.0,140.0,231.0,216.64,0.76,0.61,133.03,Good
48.0,71.0,112.0,218.44,0.4,0.31,68.8,Medium
149.0,106.0,199.0,267.74,0.45,0.6,129.46,Good
145.0,212.0,101.0,96.22,0.56,0.61,179.31,Medium
88.0,143.0,232.0,217.08,0.76,0.63,136.7,Good
212.0,98.0,162.0,326.32,0.57,0.61,139.38,Medium
238.0,34.0,166.0,321.18,0.86,0.53,110.04,Medium
22.0,,206.0,,,,,
45.0,38.0,112.0,245.68,0.49,0.29,48.53,Medium
,,68.0,,,,,
216.0,206.0,187.0,39.31,0.27,0.79,206.82,Good
,114.0,84.0,,,,,
184.0,110.0,16.0,33.57,0.84,0.39,121.41,Medium
193.0,213.0,28.0,66.49,0.77,0.47,185.93,Medium
208.0,177.0,145.0,30.48,0.4,0.69,182.62,Medium
203.0,211.0,218.0,208.0,0.17,0.83,209.41,Good
214.0,48.0,125.0,332.17,0.67,0.51,106.41,Bad
26.0,230.0,32.0,121.76,0.8,0.5,146.43,Medium
81.0,56.0,206.0,250.0,0.6,0.51,80.57,Good
64.0,62.0,179.0,241.03,0.49,0.47,75.94,Good
,44.0,172.0,,,,,
100.0,112.0,9.0,66.99,0.85,0.24,96.67,Medium
112.0,,33.0,,,,,
120.0,,17.0,,,,,
198.0,14.0,,,,,,
41.0,209.0,180.0,169.64,0.67,0.49,155.46,Medium
30.0,,166.0,,,,,
154.0,219.0,200.0,162.46,0.47,0.73,197.4,Medium
5.0,24.0,102.0,228.25,0.91,0.21,27.21,Medium
79.0,193.0,59.0,111.04,0.53,0.49,143.64,Medium
113.0,197.0,206.0,185.81,0.49,0.63,172.91,Good
187.0,,110.0,,,,,
3.0,35.0,106.0,221.36,0.94,0.21,33.53,Medium
68.0,23.0,42.0,334.67,0.49,0.18,38.62,Medium
,198.0,5.0,,,,,
,16.0,200.0,,,,,
157.0,224.0,,,,,,
68.0,82.0,43.0,81.54,0.31,0.25,73.37,Medium
105.0,250.0,163.0,144.0,0.94,0.7,196.73,Medium
71.0,146.0,66.0,116.25,0.38,0.42,114.45,Medium
12.0,200.0,46.0,130.85,0.89,0.42,126.23,Medium
182.0,18.0,81.0,336.95,0.82,0.39,74.22,Bad
188.0,,119.0,,,,,
173.0,,89.0,,,,,
86.0,180.0,91.0,123.19,0.39,0.52,141.75,Medium
,127.0,107.0,,,,,
172.0,3.0,197.0,292.27,0.97,0.39,75.65,Medium
66.0,3.0,162.0,263.77,0.96,0.32,39.96,Medium
226.0,16.0,121.0,330.0,0.87,0.47,90.76,Medium
58.0,137.0,208.0,208.4,0.61,0.52,121.47,Good
211.0,160.0,61.0,39.6,0.63,0.53,163.96,Medium
197.0,34.0,,,,,,
26.0,199.0,36.0,123.47,0.77,0.44,128.69,Medium
172.0,109.0,,,,,,
42.0,138.0,104.0,158.75,0.53,0.35,105.42,Medium
,9.0,213.0,,,,,
251.0,106.0,74.0,10.85,0.96,0.64,145.71,Bad
8.0,124.0,211.0,205.71,0.93,0.43,99.23,Good
186.0,175.0,56.0,54.92,0.54,0.47,164.72,Medium
177.0,238.0,202.0,144.59,0.64,0.81,215.66,Good
73.0,251.0,40.0,110.62,0.96,0.57,173.72,Medium
73.0,238.0,227.0,176.0,0.83,0.61,187.41,Medium
77.0,49.0,209.0,250.5,0.63,0.51,75.61,Good
44.0,168.0,220.0,197.73,0.72,0.52,136.85,Good
19.0,200.0,59.0,133.26,0.83,0.43,129.81,Medium
114.0,207.0,189.0,168.39,0.49,0.63,177.14,Medium
250.0,60.0,190.0,318.95,0.95,0.61,131.63,Medium
171.0,55.0,138.0,317.07,0.51,0.44,99.15,Medium
146.0,97.0,,,,,,
,,194.0,,,,,
,73.0,120.0,,,,,
126.0,76.0,167.0,272.97,0.37,0.48,101.32,Good
,92.0,135.0,,,,,
144.0,222.0,118.0,105.0,0.61,0.67,186.82,Medium
74.0,134.0,129.0,175.0,0.29,0.41,115.49,Medium
236.0,244.0,6.0,62.02,0.95,0.49,214.48,Medium
112.0,211.0,50.0,96.89,0.65,0.51,163.04,Medium
253.0,227.0,225.0,4.29,0.88,0.94,234.55,Good
,86.0,,,,,,
226.0,177.0,46.0,43.67,0.76,0.53,176.72,Medium
231.0,92.0,33.0,17.88,0.8,0.52,126.84,Bad
103.0,126.0,97.0,107.59,0.13,0.44,115.82,Medium
8.0,196.0,54.0,134.68,0.92,0.4,123.6,Medium
3.0,82.0,181.0,213.37,0.97,0.36,69.66,Medium
110.0,26.0,120.0,293.62,0.64,0.29,61.83,Medium
25.0,203.0,72.0,135.84,0.78,0.45,134.84,Medium
254.0,146.0,75.0,23.8,0.99,0.65,170.2,Bad
141.0,147.0,158.0,218.82,0.08,0.59,146.46,Good
85.0,149.0,112.0,145.31,0.27,0.46,125.65,Medium
93.0,165.0,75.0,108.0,0.38,0.47,133.21,Medium
233.0,222.0,191.0,44.29,0.49,0.83,221.75,Good
235.0,103.0,90.0,5.38,0.78,0.64,140.99,Bad
90.0,4.0,140.0,277.94,0.94,0.28,45.22,Medium
6.0,221.0,83.0,141.49,0.95,0.45,140.98,Medium
8.0,251.0,98.0,142.22,0.97,0.51,160.9,Medium
53.0,228.0,186.0,165.6,0.76,0.55,170.89,Medium
50.0,108.0,174.0,211.94,0.55,0.44,98.18,Good
62.0,72.0,179.0,234.87,0.49,0.47,81.21,Good
21.0,118.0,61.0,144.74,0.7,0.27,82.5,Medium
35.0,1.0,60.0,274.58,0.97,0.12,17.89,Bad
86.0,23.0,220.0,259.19,0.81,0.48,64.3,Good
179.0,105.0,112.0,354.32,0.33,0.56,127.92,Bad
255.0,72.0,94.0,352.79,1.0,0.64,129.22,Bad
17.0,34.0,208.0,234.66,0.85,0.44,48.75,Good
91.0,183.0,181.0,178.7,0.39,0.54,155.26,Medium
209.0,176.0,127.0,35.85,0.47,0.66,180.28,Medium
10.0,64.0,239.0,225.85,0.92,0.49,67.8,Good
142.0,73.0,151.0,293.08,0.35,0.44,102.52,Good
253.0,121.0,,,,,,
87.0,137.0,93.0,127.2,0.22,0.44,117.03,Medium
13.0,165.0,98.0,153.55,0.85,0.35,111.91,Medium
203.0,74.0,0.0,21.87,1.0,0.4,104.13,Bad
22.0,198.0,15.0,117.7,0.86,0.42,124.51,Medium
176.0,136.0,165.0,316.5,0.2,0.61,151.27,Medium
195.0,32.0,88.0,339.39,0.72,0.45,87.12,Bad
230.0,4.0,224.0,301.59,0.97,0.46,96.65,Medium
209.0,,178.0,,,,,
28.0,158.0,,,,,,
4.0,144.0,180.0,192.27,0.96,0.36,106.24,Medium
170.0,75.0,199.0,285.97,0.53,0.54,117.54,Good
32.0,91.0,185.0,216.86,0.71,0.43,84.07,Good
218.0,114.0,242.0,288.75,0.83,0.7,159.69,Good
138.0,190.0,118.0,103.33,0.36,0.6,166.24,Medium
96.0,179.0,90.0,115.96,0.37,0.53,144.04,Medium
7.0,59.0,170.0,220.86,0.92,0.35,56.11,Medium
71.0,139.0,143.0,183.33,0.34,0.42,119.12,Good
200.0,10.0,122.0,324.63,0.9,0.41,79.58,Medium
,196.0,89.0,,,,,
238.0,150.0,77.0,27.2,0.83,0.62,167.99,Bad
20.0,18.0,93.0,241.6,0.68,0.22,27.15,Medium
244.0,192.0,87.0,40.13,0.88,0.65,195.58,Medium
16.0,,237.0,,,,,
153.0,145.0,30.0,56.1,0.67,0.36,134.28,Medium
137.0,225.0,193.0,158.18,0.59,0.71,195.04,Medium
0.0,175.0,57.0,139.54,1.0,0.34,109.22,Medium
202.0,165.0,16.0,48.06,0.85,0.43,159.08,Medium
216.0,,206.0,,,,,
181.0,82.0,86.0,357.58,0.4,0.52,112.06,Bad
187.0,165.0,241.0,257.37,0.73,0.8,180.24,Good
161.0,215.0,208.0,172.22,0.4,0.74,198.06,Medium
165.0,248.0,41.0,84.06,0.94,0.57,199.59,Medium
177.0,193.0,196.0,189.47,0.14,0.73,188.56,Good
26.0,208.0,77.0,136.81,0.78,0.46,138.65,Medium
212.0,76.0,25.0,16.36,0.79,0.46,110.85,Bad
92.0,211.0,25.0,98.39,0.79,0.46,154.22,Medium
43.0,109.0,137.0,197.87,0.52,0.35,92.46,Medium
254.0,3.0,217.0,308.84,0.99,0.5,102.44,Medium
72.0,139.0,35.0,98.65,0.6,0.34,107.11,Medium
159.0,40.0,73.0,343.36,0.6,0.39,79.34,Bad
42.0,61.0,41.0,117.0,0.2,0.2,53.04,Medium
37.0,112.0,254.0,219.26,0.99,0.57,105.76,Good
244.0,159.0,3.0,38.84,0.98,0.48,166.63,Medium
39.0,200.0,154.0,162.86,0.67,0.47,146.62,Medium
37.0,157.0,226.0,201.9,0.77,0.52,128.99,Good
21.0,87.0,49.0,145.45,0.61,0.21,62.93,Medium
,163.0,,,,,,
216.0,5.0,242.0,293.42,0.96,0.48,95.11,Good
78.0,237.0,158.0,150.19,0.82,0.62,180.45,Medium
206.0,18.0,6.0,3.6,0.94,0.42,72.84,Bad
50.0,152.0,62.0,127.06,0.5,0.4,111.24,Medium
19.0,143.0,157.0,186.09,0.78,0.35,107.52,Medium
30.0,51.0,134.0,227.88,0.63,0.32,54.18,Medium
36.0,180.0,172.0,176.67,0.67,0.42,136.03,Medium
220.0,,168.0,,,,,
208.0,,103.0,,,,,
171.0,12.0,,,,,,
153.0,224.0,118.0,100.19,0.63,0.67,190.69,Medium
171.0,109.0,168.0,302.9,0.27,0.55,134.26,Medium
23.0,155.0,118.0,163.18,0.74,0.35,111.31,Medium
74.0,159.0,77.0,122.12,0.36,0.46,124.24,Medium
47.0,6.0,220.0,251.5,0.95,0.44,42.66,Good
189.0,210.0,80.0,69.69,0.59,0.57,188.9,Medium
173.0,69.0,85.0,350.77,0.43,0.47,101.92,Bad
246.0,196.0,215.0,337.2,0.74,0.87,213.12,Good
218.0,34.0,83.0,344.02,0.73,0.49,94.6,Bad
21.0,105.0,142.0,198.35,0.74,0.32,84.1,Medium
86.0,152.0,195.0,203.67,0.48,0.55,137.17,Good
9.0,240.0,26.0,124.42,0.93,0.49,146.53,Medium
47.0,170.0,45.0,119.04,0.58,0.42,118.97,Medium
73.0,196.0,226.0,191.76,0.73,0.59,162.64,Good
108.0,12.0,138.0,285.71,0.84,0.29,55.07,Medium
181.0,208.0,112.0,76.88,0.51,0.63,188.98,Medium
,4.0,148.0,,,,,
184.0,141.0,249.0,263.89,0.9,0.76,166.17,Good
102.0,115.0,30.0,69.18,0.59,0.28,101.42,Medium
245.0,227.0,166.0,46.33,0.8,0.81,225.43,Good
249.0,220.0,190.0,30.51,0.83,0.86,225.25,Good
138.0,249.0,199.0,152.97,0.9,0.76,210.11,Good
33.0,43.0,169.0,235.59,0.67,0.4,54.37,Medium
213.0,224.0,149.0,68.8,0.55,0.73,212.16,Medium
24.0,171.0,168.0,178.78,0.75,0.38,126.7,Medium
252.0,,192.0,,,,,
196.0,103.0,200.0,297.53,0.47,0.59,141.87,Good
21.0,165.0,2.0,113.01,0.98,0.33,103.36,Medium
108.0,207.0,130.0,133.33,0.51,0.62,168.62,Medium
43.0,142.0,217.0,205.86,0.7,0.51,120.95,Good
186.0,26.0,244.0,284.04,0.91,0.53,98.69,Good
61.0,94.0,206.0,226.34,0.6,0.52,96.9,Good
96.0,250.0,32.0,102.39,0.96,0.55,179.1,Medium
253.0,211.0,,,,,,
92.0,74.0,72.0,6.0,0.12,0.32,79.15,Bad
13.0,227.0,242.0,183.93,0.9,0.5,164.72,Good
14.0,103.0,64.0,153.71,0.76,0.23,71.94,Medium
28.0,225.0,56.0,128.53,0.78,0.5,146.83,Medium
182.0,228.0,91.0,80.15,0.72,0.63,198.63,Medium
226.0,172.0,228.0,297.86,0.51,0.78,194.53,Good
182.0,220.0,204.0,154.74,0.35,0.79,206.81,Good
73.0,88.0,55.0,87.27,0.23,0.28,79.75,Medium
86.0,37.0,,,,,,
173.0,207.0,139.0,90.0,0.41,0.68,189.08,Medium
104.0,107.0,35.0,62.5,0.51,0.28,97.89,Medium
74.0,98.0,186.0,227.14,0.45,0.51,100.86,Good
129.0,48.0,208.0,270.38,0.63,0.5,90.46,Good
104.0,111.0,215.0,236.22,0.58,0.63,120.76,Good
69.0,159.0,114.0,150.0,0.39,0.45,126.96,Medium
86.0,251.0,213.0,166.18,0.95,0.66,197.33,Medium
,34.0,126.0,,,,,
3.0,,201.0,,,,,
198.0,152.0,18.0,44.67,0.83,0.42,150.48,Medium
242.0,68.0,120.0,342.07,0.87,0.61,125.95,Bad
,25.0,190.0,,,,,
221.0,0.0,250.0,293.04,1.0,0.49,94.58,Good
29.0,212.0,39.0,123.28,0.76,0.47,137.56,Medium
20.0,56.0,51.0,171.67,0.47,0.15,44.67,Medium
198.0,147.0,133.0,12.92,0.36,0.65,160.65,Bad
242.0,242.0,89.0,60.0,0.85,0.65,224.56,Medium
212.0,119.0,139.0,347.1,0.52,0.65,149.09,Bad
98.0,218.0,133.0,137.5,0.62,0.62,172.43,Medium
235.0,4.0,25.0,354.55,0.97,0.47,75.46,Bad
3.0,140.0,104.0,164.23,0.96,0.28,94.93,Medium
219.0,,72.0,,,,,
197.0,41.0,17.0,8.0,0.84,0.42,84.91,Bad
134.0,219.0,168.0,144.0,0.54,0.69,187.77,Medium
63.0,113.0,26.0,94.48,0.63,0.27,88.13,Medium
252.0,203.0,99.0,40.78,0.96,0.69,205.79,Medium
226.0,176.0,100.0,36.19,0.68,0.64,182.29,Medium
224.0,82.0,38.0,14.19,0.75,0.51,119.44,Bad
233.0,164.0,160.0,3.29,0.62,0.77,184.18,Good
60.0,152.0,235.0,208.46,0.81,0.58,133.95,Good
203.0,185.0,53.0,52.8,0.59,0.5,175.33,Medium
223.0,44.0,32.0,3.77,0.75,0.5,96.15,Bad
187.0,186.0,34.0,59.61,0.69,0.43,168.97,Medium
84.0,108.0,176.0,224.35,0.37,0.51,108.58,Good
207.0,99.0,160.0,326.11,0.53,0.6,138.25,Medium
181.0,,213.0,,,,,
,46.0,140.0,,,,,
183.0,203.0,218.0,205.71,0.32,0.79,198.73,Good
231.0,223.0,205.0,41.54,0.35,0.85,223.34,Good
179.0,167.0,235.0,250.59,0.63,0.79,178.34,Good
31.0,123.0,239.0,213.46,0.87,0.53,108.72,Good
38.0,191.0,212.0,187.24,0.7,0.49,147.65,Good
139.0,250.0,66.0,96.2,0.95,0.62,195.84,Medium
255.0,20.0,151.0,326.55,1.0,0.54,105.2,Medium
208.0,120.0,144.0,343.64,0.48,0.64,149.05,Bad
159.0,96.0,8.0,34.97,0.9,0.33,104.81,Medium
198.0,46.0,132.0,326.05,0.62,0.48,101.25,Medium
139.0,29.0,32.0,358.36,0.65,0.33,62.23,Bad
64.0,77.0,205.0,234.47,0.59,0.53,87.7,Good
27.0,34.0,,,,,,
146.0,187.0,140.0,112.34,0.26,0.64,169.38,Medium
0.0,214.0,192.0,173.83,1.0,0.42,147.51,Medium
62.0,5.0,237.0,254.74,0.96,0.47,48.49,Good
77.0,114.0,252.0,227.31,0.97,0.65,118.67,Good
60.0,174.0,77.0,128.95,0.49,0.46,128.86,Medium
220.0,114.0,229.0,295.3,0.69,0.67,158.8,Good
7.0,78.0,203.0,218.27,0.93,0.41,71.02,Good
191.0,42.0,188.0,301.21,0.64,0.46,103.19,Medium
87.0,81.0,55.0,48.75,0.23,0.28,79.83,Medium
28.0,127.0,140.0,186.96,0.67,0.33,98.88,Medium
7.0,125.0,53.0,143.39,0.89,0.26,81.51,Medium
61.0,12.0,166.0,259.09,0.87,0.35,44.21,Medium
0.0,129.0,17.0,127.91,1.0,0.25,77.66,Medium
26.0,133.0,89.0,155.33,0.67,0.31,95.99,Medium
0.0,26.0,56.0,212.14,1.0,0.11,21.65,Bad
236.0,200.0,214.0,336.67,0.49,0.85,212.36,Good
221.0,121.0,75.0,18.9,0.68,0.58,145.66,Bad
227.0,,37.0,,,,,
137.0,149.0,207.0,229.71,0.42,0.67,152.02,Good
145.0,89.0,147.0,297.93,0.25,0.46,112.36,Good
198.0,155.0,183.0,320.93,0.27,0.69,171.05,Medium
73.0,56.0,199.0,247.13,0.56,0.5,77.38,Good
212.0,5.0,24.0,354.49,0.95,0.43,69.06,Bad
37.0,13.0,9.0,8.57,0.61,0.09,19.72,Bad
169.0,220.0,129.0,93.63,0.57,0.68,194.38,Medium
105.0,124.0,45.0,74.43,0.47,0.33,109.31,Medium
172.0,51.0,118.0,326.78,0.54,0.44,94.82,Medium
251.0,74.0,45.0,8.45,0.96,0.58,123.62,Bad
27.0,213.0,,,,,,
235.0,250.0,39.0,64.27,0.95,0.57,221.46,Medium
79.0,71.0,170.0,244.85,0.41,0.47,84.68,Good
69.0,167.0,72.0,121.84,0.42,0.46,126.87,Medium
76.0,226.0,52.0,111.72,0.75,0.55,161.31,Medium
211.0,145.0,210.0,300.91,0.43,0.7,172.14,Medium
167.0,113.0,74.0,25.16,0.39,0.47,124.7,Bad
37.0,11.0,203.0,248.13,0.9,0.42,40.66,Good
11.0,34.0,122.0,227.57,0.83,0.26,37.16,Medium
144.0,49.0,210.0,275.4,0.64,0.51,95.76,Good
240.0,,101.0,,,,,
24.0,8.0,98.0,250.67,0.85,0.21,23.04,Medium
200.0,37.0,183.0,306.26,0.69,0.46,102.38,Medium
235.0,156.0,108.0,22.68,0.76,0.67,174.15,Bad
223.0,143.0,195.0,321.0,0.56,0.72,172.85,Medium
,36.0,34.0,,,,,
203.0,50.0,226.0,292.16,0.75,0.54,115.81,Good
228.0,185.0,238.0,288.68,0.61,0.83,203.9,Good
83.0,104.0,207.0,229.84,0.56,0.57,109.46,Good
11.0,1.0,222.0,242.71,0.99,0.44,29.18,Good
215.0,82.0,9.0,21.26,0.92,0.44,113.44,Bad
245.0,93.0,3.0,22.31,0.98,0.49,128.19,Bad
62.0,,156.0,,,,,
239.0,37.0,192.0,313.96,0.86,0.54,115.07,Medium
65.0,86.0,56.0,102.0,0.21,0.28,76.3,Medium
88.0,36.0,156.0,266.0,0.63,0.38,65.23,Medium
175.0,125.0,102.0,18.9,0.31,0.54,137.33,Bad
182.0,25.0,41.0,353.89,0.76,0.41,73.77,Bad
41.0,214.0,186.0,170.29,0.68,0.5,159.08,Medium
22.0,,109.0,,,,,
97.0,175.0,153.0,163.08,0.33,0.53,149.17,Medium
152.0,179.0,105.0,81.89,0.33,0.56,162.49,Medium
181.0,146.0,56.0,43.2,0.53,0.46,146.2,Medium
85.0,223.0,121.0,135.65,0.68,0.6,170.11,Medium
139.0,101.0,35.0,38.08,0.6,0.34,104.84,Medium
200.0,225.0,114.0,73.51,0.65,0.66,204.87,Medium
208.0,101.0,27.0,24.53,0.77,0.46,124.56,Bad
221.0,160.0,145.0,11.84,0.53,0.72,176.53,Bad
,2.0,112.0,,,,,
20.0,1.0,102.0,251.29,0.98,0.2,18.2,Medium
111.0,109.0,211.0,241.18,0.54,0.63,121.23,Good
177.0,36.0,,,,,,
166.0,76.0,180.0,291.92,0.41,0.5,114.77,Good
134.0,210.0,146.0,129.47,0.46,0.67,179.98,Medium
173.0,23.0,78.0,338.0,0.77,0.38,74.12,Bad
96.0,2.0,141.0,280.58,0.97,0.28,45.95,Medium
105.0,54.0,182.0,263.91,0.54,0.46,83.84,Good
38.0,36.0,246.0,240.57,0.92,0.55,60.54,Good
255.0,68.0,92.0,352.3,1.0,0.63,126.65,Bad
100.0,225.0,128.0,133.44,0.68,0.64,176.57,Medium
201.0,67.0,174.0,312.09,0.55,0.53,119.26,Medium
163.0,36.0,98.0,330.71,0.64,0.39,81.04,Bad
47.0,15.0,137.0,255.74,0.8,0.3,38.48,Medium
51.0,178.0,75.0,131.34,0.55,0.45,128.28,Medium
47.0,102.0,226.0,221.56,0.76,0.54,99.69,Good
170.0,140.0,52.0,44.75,0.53,0.44,138.94,Medium
114.0,43.0,,,,,,
157.0,108.0,249.0,260.85,0.92,0.7,138.72,Good
191.0,75.0,16.0,20.23,0.85,0.41,102.96,Bad
170.0,136.0,68.0,40.0,0.43,0.47,138.41,Medium
5.0,232.0,167.0,162.82,0.96,0.46,156.72,Medium
254.0,35.0,157.0,326.58,0.99,0.57,114.39,Medium
24.0,223.0,64.0,132.06,0.81,0.48,145.37,Medium
113.0,209.0,14.0,89.54,0.87,0.44,158.07,Medium
204.0,115.0,134.0,347.19,0.47,0.63,143.78,Bad
106.0,141.0,248.0,225.21,0.91,0.69,142.73,Good
234.0,185.0,,,,,,
196.0,62.0,52.0,4.17,0.58,0.49,100.93,Bad
,205.0,54.0,,,,,
165.0,104.0,210.0,274.53,0.54,0.62,134.32,Good
116.0,199.0,158.0,150.36,0.43,0.62,169.51,Medium
50.0,255.0,176.0,156.88,1.0,0.6,184.7,Medium
249.0,131.0,173.0,338.64,0.91,0.75,171.07,Bad
221.0,187.0,90.0,44.43,0.66,0.61,186.11,Medium
187.0,34.0,74.0,344.31,0.69,0.43,84.31,Bad
233.0,123.0,116.0,3.59,0.73,0.68,155.09,Bad
216.0,77.0,14.0,18.71,0.88,0.45,111.38,Bad
,87.0,124.0,,,,,
54.0,114.0,222.0,218.57,0.72,0.54,108.37,Good
76.0,77.0,215.0,239.57,0.63,0.57,92.43,Good
